0,2
0,4
0,6
0,25
0,70
1,2
1,3
1,5
1,8
1,12
1,13
1,14
1,27
1,35
1,48
1,49
1,51
1,60
1,62
1,64
1,88
2,0
2,1
2,3
2,8
2,9
2,10
2,14
2,19
2,22
2,25
2,42
2,45
2,49
2,51
2,55
2,63
2,79
2,81
2,85
3,1
3,2
3,4
3,5
3,7
3,12
3,33
3,50
3,53
3,54
3,59
3,64
3,66
3,85
3,92
3,97
4,0
4,3
4,6
4,15
4,24
4,52
4,56
5,1
5,3
5,7
5,16
5,18
5,21
5,28
5,32
5,35
5,40
5,76
5,77
5,84
5,99
6,0
6,4
6,10
6,15
6,33
6,34
6,45
6,46
6,66
6,68
6,74
7,3
7,5
7,9
7,11
7,17
7,26
7,46
7,53
8,1
8,2
8,41
9,2
9,7
9,19
9,26
9,27
9,29
9,38
9,50
9,57
9,72
9,83
9,86
9,91
10,2
10,6
10,11
10,23
10,24
10,32
10,37
10,40
10,42
10,52
10,59
11,10
11,7
11,13
11,39
11,62
12,1
12,3
12,16
12,20
12,36
12,95
12,97
13,1
13,11
13,31
14,1
14,2
14,17
14,18
14,21
14,23
14,29
14,37
14,39
14,48
14,58
14,60
14,75
14,86
14,88
14,89
14,99
15,4
15,6
15,30
16,12
16,5
16,20
16,22
16,41
16,93
16,96
17,14
17,7
18,5
18,14
19,9
19,2
19,34
19,58
20,16
20,12
20,30
20,44
20,96
21,5
21,14
21,95
22,16
22,2
22,31
22,47
22,75
22,81
23,10
23,14
23,54
23,55
23,65
23,73
23,87
24,10
24,4
24,44
25,0
25,2
25,82
25,83
26,9
26,7
27,1
27,9
27,28
27,87
28,27
28,5
28,61
28,65
29,9
29,14
29,38
29,47
30,20
30,15
30,36
30,43
30,79
30,92
30,98
31,13
31,22
32,10
32,5
32,68
33,3
33,6
34,19
34,6
35,1
35,5
36,12
36,30
36,56
36,69
37,10
37,14
37,43
37,57
37,71
37,74
38,9
38,29
39,11
39,14
40,10
40,5
40,89
41,16
41,8
42,10
42,2
42,93
43,37
43,30
44,24
44,20
44,70
45,2
45,6
45,61
45,63
45,67
45,82
46,6
46,7
46,71
47,29
47,22
47,67
47,84
48,1
48,14
49,1
49,2
50,9
50,3
51,1
51,2
52,10
52,4
53,3
53,7
54,3
54,23
54,90
54,94
55,2
55,23
56,36
56,4
57,9
57,37
58,19
58,14
59,10
59,3
60,1
60,14
60,78
60,94
61,28
61,45
62,1
62,11
63,2
63,45
63,91
64,1
64,3
64,76
65,28
65,23
66,3
66,6
66,77
67,45
67,47
67,69
67,90
68,32
68,6
69,67
69,36
69,72
70,0
70,44
70,73
70,80
71,37
71,46
72,9
72,69
72,80
73,70
73,23
74,37
74,6
75,14
75,22
76,64
76,5
76,78
77,66
77,5
78,76
78,60
79,2
79,30
80,72
80,70
81,2
81,22
82,25
82,45
83,9
83,25
84,5
84,47
85,2
85,3
86,9
86,14
87,27
87,23
88,1
88,14
89,40
89,14
90,67
90,54
91,9
91,63
92,3
92,30
93,16
93,42
94,60
94,54
95,12
95,21
96,16
96,20
96,98
97,3
97,12
98,96
98,30
99,5
99,14
